ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"Department\" Name=\"field_1\" ID=\"{3f140692-3824-49ff-a318-fc3eb11cf549}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"Expense Type\" Name=\"field_2\" ID=\"{6cae3180-96aa-4656-9636-2ab3e12dcfed}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"Amount\" Name=\"field_3\" ID=\"{4a0594f6-98de-43eb-8918-af1c1f0e3bd6}\" StaticName=\"field_3\" />","<Field Type=\"Text\" DisplayName=\"Date\" Name=\"field_4\" ID=\"{b3d8c2c6-0aab-4154-9068-06cee7518de0}\" StaticName=\"field_4\" />","<Field Type=\"Text\" DisplayName=\"Location\" Name=\"field_5\" ID=\"{f3bc0e3a-d5e2-44b6-939a-9a03b27d60ee}\" StaticName=\"field_5\" />","<Field Type=\"Text\" DisplayName=\"Project Name\" Name=\"field_6\" ID=\"{2cf6ec90-c493-402b-9afa-5757aab0e868}\" StaticName=\"field_6\" />","<Field Type=\"Text\" DisplayName=\"Vendor\" Name=\"field_7\" ID=\"{1fd1aba8-a35c-4ffc-8e14-62b233b71932}\" StaticName=\"field_7\" />","<Field Type=\"Text\" DisplayName=\"Payment Method\" Name=\"field_8\" ID=\"{a218832c-9d9b-48b7-a596-6fda40b3c6e0}\" StaticName=\"field_8\" />","<Field Type=\"Text\" DisplayName=\"Approval Status\" Name=\"field_9\" ID=\"{168c6ca9-7cfc-4fc0-89f7-d603cff04c3a}\" StaticName=\"field_9\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Company Name\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Company Name","Department","Expense Type","Amount","Date","Location","Project Name","Vendor","Payment Method","Approval Status"
"DataWave","HR","Hardware","1,901.55","2025-02-05","Bangalore","Hermes","VendorD","PayPal","Approved"
"InnoSoft","Finance","Travel","5,643.9","2025-01-10","London","Athena","VendorA","Cheque","Rejected"
"TechNova","IT","Hardware","6,172.45","2024-11-07","San Francisco","Orion","VendorE","Bank Transfer","Rejected"
"InnoSoft","R&D","Training","2,299.02","2025-06-26","San Francisco","Athena","VendorB","Credit Card","Pending"
"TechNova","HR","Travel","8,552.88","2025-03-05","London","Hermes","VendorA","Bank Transfer","Rejected"
"InnoSoft","IT","Travel","6,975.34","2024-07-12","Berlin","Athena","VendorA","Bank Transfer","Rejected"
"TechNova","Finance","Travel","3,274.73","2025-03-18","Toronto","Athena","VendorB","Cheque","Rejected"
"DataWave","Operations","Salaries","2,987.98","2024-11-21","Bangalore","Athena","VendorC","PayPal","Pending"
"NetFusion","Finance","Hardware","4,274.87","2025-05-25","Berlin","Apollo","VendorE","Bank Transfer","Rejected"
"CyberCore","Finance","Software","7,914.96","2025-03-08","Toronto","Athena","VendorB","Bank Transfer","Pending"
"InnoSoft","Operations","Travel","402.63","2024-11-02","London","Orion","VendorE","Bank Transfer","Rejected"
"TechNova","Operations","Travel","5,015","2025-05-12","Toronto","Orion","VendorB","Credit Card","Rejected"
"DataWave","IT","Software","7,969.25","2024-11-22","Bangalore","Hermes","VendorA","Cheque","Pending"
"NetFusion","R&D","Training","830.82","2024-12-14","New York","Athena","VendorC","PayPal","Rejected"
"CyberCore","Finance","Software","7,176.17","2024-09-23","Toronto","Zeus","VendorA","PayPal","Rejected"
"NetFusion","Operations","Software","5,042.81","2024-07-16","Bangalore","Apollo","VendorC","Bank Transfer","Rejected"
"CyberCore","IT","Software","8,544.28","2025-04-06","London","Athena","VendorE","Credit Card","Pending"
"TechNova","R&D","Salaries","6,395.56","2025-02-26","London","Orion","VendorC","Credit Card","Pending"
"NetFusion","IT","Training","6,746.75","2024-12-30","San Francisco","Orion","VendorC","Bank Transfer","Pending"
"TechNova","Finance","Travel","5,093.26","2025-05-29","Toronto","Zeus","VendorD","Cheque","Pending"
"NetFusion","R&D","Training","1,387.88","2025-07-11","New York","Hermes","VendorA","Credit Card","Pending"
"TechNova","HR","Utilities","921.32","2025-06-26","San Francisco","Zeus","VendorB","Bank Transfer","Approved"
"TechNova","R&D","Training","7,400.66","2025-02-23","Berlin","Athena","VendorE","PayPal","Approved"
"CyberCore","Operations","Utilities","7,050.13","2024-08-14","San Francisco","Zeus","VendorA","PayPal","Rejected"
"TechNova","IT","Utilities","409.44","2025-01-17","Bangalore","Apollo","VendorC","PayPal","Pending"
"NetFusion","HR","Travel","7,324.44","2025-03-03","Bangalore","Hermes","VendorB","Cheque","Approved"
"TechNova","Finance","Software","1,682.69","2025-05-27","Toronto","Zeus","VendorD","Credit Card","Rejected"
"CyberCore","R&D","Utilities","9,232.07","2025-01-29","New York","Zeus","VendorB","Credit Card","Approved"
"CyberCore","Finance","Salaries","6,717.59","2025-06-09","Berlin","Zeus","VendorC","PayPal","Approved"
"TechNova","R&D","Hardware","7,825.94","2024-10-10","Berlin","Zeus","VendorD","Bank Transfer","Approved"
"TechNova","Operations","Salaries","9,694.61","2024-07-11","New York","Orion","VendorD","Bank Transfer","Rejected"
"TechNova","R&D","Salaries","2,396.69","2024-08-22","New York","Hermes","VendorB","Credit Card","Rejected"
"CyberCore","R&D","Utilities","6,617.82","2025-05-18","Bangalore","Apollo","VendorE","PayPal","Rejected"
"DataWave","R&D","Software","4,952.05","2025-07-06","Toronto","Athena","VendorE","Cheque","Rejected"
"NetFusion","Operations","Training","5,956.18","2025-03-11","Toronto","Hermes","VendorD","Bank Transfer","Pending"
"NetFusion","Finance","Consulting","8,274.69","2025-02-13","San Francisco","Apollo","VendorE","Bank Transfer","Pending"
"CyberCore","R&D","Travel","2,360.43","2025-01-05","London","Zeus","VendorE","Cheque","Pending"
"TechNova","Finance","Salaries","938","2025-02-13","New York","Orion","VendorB","Credit Card","Rejected"
"CyberCore","HR","Consulting","4,285.25","2025-07-09","Berlin","Orion","VendorC","PayPal","Approved"
"DataWave","Marketing","Software","5,753.67","2024-08-08","Berlin","Athena","VendorB","PayPal","Pending"
"InnoSoft","Marketing","Consulting","7,855.26","2025-02-17","Berlin","Athena","VendorA","Bank Transfer","Pending"
"DataWave","Finance","Salaries","8,698.42","2025-04-19","Bangalore","Athena","VendorD","Credit Card","Pending"
"InnoSoft","Marketing","Consulting","1,557.47","2024-08-15","London","Orion","VendorA","Credit Card","Approved"
"NetFusion","Operations","Salaries","6,985.58","2024-08-31","Toronto","Athena","VendorC","Credit Card","Rejected"
"NetFusion","IT","Software","3,675.77","2024-08-16","San Francisco","Orion","VendorA","Credit Card","Pending"
"NetFusion","HR","Software","3,486.79","2025-01-19","London","Apollo","VendorA","Bank Transfer","Rejected"
"CyberCore","IT","Hardware","4,957.91","2024-08-17","San Francisco","Hermes","VendorE","Credit Card","Approved"
"DataWave","IT","Utilities","526.47","2024-07-30","Bangalore","Apollo","VendorC","Credit Card","Approved"
"DataWave","Finance","Travel","8,103.9","2025-03-03","Bangalore","Zeus","VendorD","PayPal","Pending"
"InnoSoft","HR","Software","1,245.43","2024-11-08","Berlin","Hermes","VendorE","PayPal","Pending"
"NetFusion","IT","Training","1,131.63","2024-08-07","Berlin","Hermes","VendorC","PayPal","Pending"
"InnoSoft","R&D","Utilities","3,353.26","2024-12-18","Toronto","Apollo","VendorA","Cheque","Approved"
"InnoSoft","IT","Software","9,891.35","2024-08-15","Bangalore","Hermes","VendorD","Bank Transfer","Approved"
"InnoSoft","Finance","Salaries","6,661.98","2025-04-18","Toronto","Athena","VendorA","Cheque","Rejected"
"NetFusion","Marketing","Salaries","6,957.23","2025-03-20","Berlin","Hermes","VendorA","Cheque","Pending"
"NetFusion","Operations","Salaries","6,627.74","2024-11-12","New York","Hermes","VendorC","Credit Card","Approved"
"CyberCore","R&D","Consulting","1,784.29","2025-02-14","New York","Orion","VendorE","Bank Transfer","Pending"
"CyberCore","Operations","Utilities","4,981.71","2024-12-21","Bangalore","Zeus","VendorD","Credit Card","Approved"
"DataWave","IT","Training","5,713.14","2024-10-15","London","Orion","VendorB","PayPal","Rejected"
"NetFusion","Operations","Salaries","6,318.28","2024-11-04","Berlin","Athena","VendorC","Cheque","Approved"
"NetFusion","Marketing","Salaries","1,551.75","2024-12-14","New York","Hermes","VendorB","Cheque","Pending"
"CyberCore","HR","Training","4,080.76","2024-12-18","Toronto","Athena","VendorD","Bank Transfer","Rejected"
"TechNova","Finance","Software","7,136.88","2025-05-03","Toronto","Orion","VendorA","Bank Transfer","Pending"
"NetFusion","Operations","Utilities","3,949.58","2024-08-27","Berlin","Apollo","VendorA","Credit Card","Approved"
"TechNova","HR","Utilities","1,202.28","2025-07-04","London","Orion","VendorA","Cheque","Approved"
"DataWave","R&D","Hardware","5,468.98","2025-03-25","San Francisco","Orion","VendorE","PayPal","Rejected"
"NetFusion","Finance","Travel","7,294.05","2025-01-19","London","Orion","VendorE","Bank Transfer","Approved"
"DataWave","IT","Hardware","5,371.86","2024-11-03","Berlin","Zeus","VendorA","Credit Card","Rejected"
"DataWave","HR","Travel","6,982.31","2025-04-04","Bangalore","Hermes","VendorC","Cheque","Pending"
"DataWave","Marketing","Training","3,695.61","2025-06-22","London","Hermes","VendorD","Credit Card","Approved"
"NetFusion","R&D","Travel","1,745.76","2024-08-28","Bangalore","Apollo","VendorD","PayPal","Rejected"
"InnoSoft","R&D","Software","4,112.37","2024-11-08","San Francisco","Orion","VendorD","Bank Transfer","Rejected"
"CyberCore","R&D","Training","3,625.84","2025-04-02","San Francisco","Athena","VendorE","Cheque","Rejected"
"DataWave","IT","Software","5,750.04","2025-06-27","San Francisco","Apollo","VendorB","PayPal","Approved"
"CyberCore","R&D","Software","4,232.16","2024-12-14","San Francisco","Orion","VendorE","Bank Transfer","Approved"
"InnoSoft","Finance","Travel","4,429.19","2024-11-03","London","Orion","VendorC","Cheque","Pending"
"DataWave","HR","Travel","5,275.2","2024-09-16","New York","Apollo","VendorB","Bank Transfer","Approved"
"InnoSoft","HR","Salaries","7,471.55","2024-07-22","Toronto","Athena","VendorA","Bank Transfer","Rejected"
"NetFusion","Marketing","Consulting","375.82","2025-04-29","Berlin","Apollo","VendorB","PayPal","Pending"
"CyberCore","Operations","Consulting","4,581.01","2024-10-05","London","Apollo","VendorD","Credit Card","Approved"
"TechNova","HR","Travel","658.25","2025-04-07","Toronto","Orion","VendorC","Cheque","Rejected"
"NetFusion","Finance","Consulting","8,935.96","2024-10-06","San Francisco","Apollo","VendorB","Cheque","Rejected"
"InnoSoft","HR","Utilities","1,366.8","2024-07-26","Toronto","Hermes","VendorD","PayPal","Approved"
"InnoSoft","R&D","Software","1,651.44","2025-04-02","London","Athena","VendorD","PayPal","Pending"
"NetFusion","Marketing","Travel","3,738.42","2024-07-15","San Francisco","Hermes","VendorA","PayPal","Rejected"
"CyberCore","IT","Travel","1,835.4","2024-08-31","Toronto","Zeus","VendorC","Credit Card","Pending"
"DataWave","Finance","Software","2,228.27","2025-02-10","San Francisco","Zeus","VendorA","Credit Card","Pending"
"NetFusion","Finance","Travel","6,601.97","2025-05-13","London","Orion","VendorA","PayPal","Rejected"
"CyberCore","Operations","Consulting","1,045.12","2024-09-19","Toronto","Zeus","VendorB","Credit Card","Rejected"
"CyberCore","Marketing","Salaries","6,636.59","2025-06-14","New York","Hermes","VendorA","Cheque","Pending"
"CyberCore","IT","Consulting","1,204.62","2025-04-10","Bangalore","Apollo","VendorB","PayPal","Pending"
"InnoSoft","Marketing","Training","751.77","2024-12-29","London","Athena","VendorC","PayPal","Approved"
"TechNova","HR","Travel","2,534.02","2024-07-12","San Francisco","Apollo","VendorC","Bank Transfer","Pending"
"InnoSoft","Operations","Consulting","7,154.91","2024-12-07","London","Zeus","VendorA","PayPal","Pending"
"InnoSoft","R&D","Training","5,207.61","2025-07-11","San Francisco","Hermes","VendorA","Cheque","Pending"
"DataWave","Finance","Travel","2,931.23","2024-10-07","London","Apollo","VendorD","Credit Card","Rejected"
"CyberCore","Operations","Travel","3,603.94","2024-08-05","San Francisco","Athena","VendorE","Cheque","Approved"
"NetFusion","IT","Training","9,643.42","2025-05-28","Toronto","Zeus","VendorD","PayPal","Pending"
"CyberCore","Finance","Hardware","5,662.98","2024-10-20","New York","Orion","VendorE","Credit Card","Pending"
"TechNova","Operations","Salaries","531.79","2025-04-26","Toronto","Hermes","VendorB","Cheque","Approved"
"InnoSoft","IT","Salaries","4,617.12","2025-02-23","New York","Apollo","VendorA","Credit Card","Rejected"
"CyberCore","HR","Travel","3,921.13","2024-10-25","Bangalore","Athena","VendorA","Bank Transfer","Approved"
"DataWave","HR","Utilities","1,736.35","2024-08-20","Berlin","Orion","VendorD","Credit Card","Rejected"
"TechNova","IT","Consulting","5,351.58","2025-05-20","Toronto","Hermes","VendorB","Credit Card","Approved"
"InnoSoft","Finance","Hardware","8,906.33","2024-12-31","San Francisco","Orion","VendorE","Cheque","Rejected"
"NetFusion","HR","Software","5,609.08","2024-10-09","Berlin","Orion","VendorB","Cheque","Rejected"
"DataWave","Marketing","Utilities","7,558.73","2025-04-21","Bangalore","Hermes","VendorE","Credit Card","Rejected"
"TechNova","R&D","Training","3,643.94","2025-02-12","Toronto","Zeus","VendorB","PayPal","Pending"
"DataWave","HR","Consulting","4,719.31","2025-07-09","New York","Apollo","VendorB","Bank Transfer","Approved"
"DataWave","Marketing","Consulting","2,278.94","2025-06-04","Toronto","Apollo","VendorD","Credit Card","Approved"
"CyberCore","R&D","Consulting","224.53","2025-03-14","London","Orion","VendorD","PayPal","Approved"
"NetFusion","R&D","Hardware","6,514.68","2025-04-05","New York","Athena","VendorD","PayPal","Approved"
"InnoSoft","Operations","Utilities","1,296.84","2025-02-27","Toronto","Athena","VendorD","Bank Transfer","Pending"
"CyberCore","R&D","Training","6,631.36","2025-07-07","London","Hermes","VendorB","PayPal","Rejected"
"InnoSoft","HR","Consulting","589.67","2024-11-24","Bangalore","Athena","VendorD","Cheque","Pending"
"NetFusion","R&D","Software","4,358.27","2025-04-11","San Francisco","Zeus","VendorA","PayPal","Approved"
"CyberCore","Operations","Salaries","4,522.73","2025-04-05","London","Athena","VendorB","Bank Transfer","Pending"
"TechNova","Finance","Hardware","2,399.4","2024-09-01","Bangalore","Athena","VendorA","Credit Card","Rejected"
"CyberCore","IT","Training","3,261.6","2024-10-22","Bangalore","Athena","VendorB","Credit Card","Rejected"
"DataWave","R&D","Training","7,531.09","2025-07-04","Bangalore","Zeus","VendorD","Cheque","Approved"
"TechNova","Operations","Consulting","2,438.74","2025-01-16","Berlin","Orion","VendorC","Credit Card","Approved"
"InnoSoft","Finance","Salaries","5,594.47","2025-06-06","Berlin","Zeus","VendorC","Bank Transfer","Rejected"
"DataWave","R&D","Travel","3,764.15","2025-03-05","Berlin","Athena","VendorB","Bank Transfer","Rejected"
"NetFusion","Marketing","Software","8,653.64","2024-07-11","Toronto","Zeus","VendorD","Credit Card","Approved"
"DataWave","R&D","Software","2,545.62","2024-09-22","San Francisco","Orion","VendorA","Bank Transfer","Approved"
"NetFusion","IT","Software","7,644.04","2024-09-24","New York","Hermes","VendorB","Bank Transfer","Approved"
"NetFusion","Operations","Salaries","5,390.75","2024-09-23","Berlin","Hermes","VendorC","PayPal","Rejected"
"InnoSoft","Marketing","Salaries","5,737.23","2025-01-19","New York","Orion","VendorA","Bank Transfer","Approved"
"DataWave","R&D","Training","2,212.05","2024-11-12","San Francisco","Zeus","VendorE","Cheque","Rejected"
"NetFusion","Marketing","Salaries","9,690.71","2024-10-01","New York","Athena","VendorD","PayPal","Pending"
"TechNova","IT","Travel","8,437.19","2024-10-03","New York","Athena","VendorB","Bank Transfer","Approved"
"TechNova","Marketing","Hardware","2,049.54","2025-06-05","Bangalore","Apollo","VendorD","Cheque","Rejected"
"TechNova","Operations","Training","2,403.65","2025-03-08","New York","Hermes","VendorC","Credit Card","Rejected"
"InnoSoft","IT","Salaries","337.97","2024-07-12","London","Hermes","VendorC","Bank Transfer","Rejected"
"TechNova","Operations","Utilities","5,721.43","2024-07-29","San Francisco","Athena","VendorB","PayPal","Rejected"
"TechNova","Marketing","Travel","3,822.98","2024-12-21","Berlin","Athena","VendorE","PayPal","Pending"
"CyberCore","R&D","Hardware","6,623.04","2025-02-01","Berlin","Orion","VendorE","PayPal","Pending"
"InnoSoft","R&D","Travel","7,223.17","2025-01-16","Bangalore","Hermes","VendorB","Credit Card","Rejected"
"InnoSoft","Finance","Salaries","167.29","2025-05-04","San Francisco","Athena","VendorB","Credit Card","Approved"
"DataWave","IT","Software","9,035.15","2024-09-18","London","Apollo","VendorD","PayPal","Approved"
"InnoSoft","Finance","Utilities","1,986.58","2024-07-23","New York","Athena","VendorC","Bank Transfer","Approved"
"TechNova","R&D","Salaries","3,546.27","2024-12-29","Toronto","Hermes","VendorE","Bank Transfer","Pending"
"TechNova","IT","Utilities","1,180.83","2025-06-18","New York","Athena","VendorC","PayPal","Approved"
"DataWave","HR","Travel","9,647.07","2024-08-18","Toronto","Orion","VendorE","Bank Transfer","Rejected"
"CyberCore","HR","Training","2,246.88","2025-06-03","Toronto","Zeus","VendorD","Bank Transfer","Approved"
"CyberCore","R&D","Consulting","150.51","2024-12-22","London","Zeus","VendorE","PayPal","Pending"
"NetFusion","Finance","Software","9,268.15","2024-10-04","Bangalore","Apollo","VendorA","Cheque","Rejected"
"TechNova","R&D","Travel","7,097.3","2025-02-04","Bangalore","Athena","VendorB","Bank Transfer","Rejected"
"CyberCore","Marketing","Salaries","6,675.8","2024-12-08","San Francisco","Athena","VendorE","PayPal","Rejected"
"CyberCore","Marketing","Training","3,441.63","2024-07-17","New York","Hermes","VendorB","PayPal","Pending"
"TechNova","IT","Salaries","3,859.69","2025-02-02","Berlin","Zeus","VendorE","Cheque","Rejected"
"InnoSoft","Finance","Utilities","7,184","2025-01-12","Toronto","Apollo","VendorC","PayPal","Pending"
"TechNova","IT","Consulting","3,142.3","2024-11-26","San Francisco","Hermes","VendorD","Credit Card","Rejected"
"CyberCore","R&D","Training","9,184.05","2025-01-20","Berlin","Zeus","VendorA","Bank Transfer","Pending"
"NetFusion","Marketing","Utilities","3,068.54","2024-11-03","London","Apollo","VendorE","PayPal","Approved"
"DataWave","Marketing","Software","5,663.25","2025-02-05","London","Athena","VendorB","Cheque","Rejected"
"DataWave","R&D","Travel","7,668.54","2025-05-17","Bangalore","Zeus","VendorE","PayPal","Approved"
"NetFusion","IT","Training","7,485.21","2025-04-19","San Francisco","Hermes","VendorD","Bank Transfer","Approved"
"NetFusion","Finance","Utilities","7,433.46","2025-03-02","Berlin","Athena","VendorD","Credit Card","Rejected"
"InnoSoft","R&D","Salaries","2,011.97","2024-08-31","London","Orion","VendorA","Bank Transfer","Rejected"
"TechNova","IT","Utilities","3,065.17","2025-05-19","London","Orion","VendorA","Credit Card","Pending"
"NetFusion","Finance","Hardware","1,113.16","2025-05-19","Toronto","Athena","VendorA","Bank Transfer","Pending"
"TechNova","Finance","Training","8,703.21","2025-02-19","New York","Athena","VendorE","PayPal","Approved"
"DataWave","Marketing","Consulting","2,844","2025-03-02","New York","Orion","VendorA","Bank Transfer","Approved"
"DataWave","IT","Training","694.16","2024-08-27","New York","Hermes","VendorB","Cheque","Pending"
"DataWave","R&D","Salaries","2,939.25","2024-10-09","New York","Hermes","VendorC","Credit Card","Approved"
"DataWave","HR","Travel","1,205.1","2024-10-21","London","Apollo","VendorD","PayPal","Rejected"
"InnoSoft","IT","Consulting","4,387.89","2025-06-07","London","Orion","VendorC","Cheque","Rejected"
"InnoSoft","Operations","Training","7,271.06","2025-01-14","San Francisco","Athena","VendorE","Cheque","Pending"
"CyberCore","Operations","Travel","2,386.81","2025-05-01","New York","Orion","VendorB","Credit Card","Rejected"
"InnoSoft","HR","Travel","3,894.54","2025-02-12","Bangalore","Zeus","VendorA","Cheque","Rejected"
"NetFusion","IT","Salaries","3,752.23","2024-07-17","San Francisco","Orion","VendorA","Credit Card","Rejected"
"DataWave","IT","Hardware","9,656.53","2025-03-24","New York","Athena","VendorC","Bank Transfer","Pending"
"TechNova","IT","Travel","9,239.18","2025-03-06","London","Hermes","VendorB","Bank Transfer","Rejected"
"DataWave","Finance","Consulting","6,812.33","2024-10-30","San Francisco","Hermes","VendorA","Bank Transfer","Approved"
"DataWave","Operations","Travel","8,325.52","2024-08-25","San Francisco","Orion","VendorE","Cheque","Rejected"
"DataWave","R&D","Software","7,628.82","2024-12-18","Berlin","Orion","VendorB","Cheque","Approved"
"CyberCore","IT","Utilities","117.67","2024-10-29","San Francisco","Apollo","VendorD","PayPal","Approved"
"InnoSoft","Finance","Software","6,169.99","2025-06-24","New York","Orion","VendorB","Bank Transfer","Approved"
"TechNova","IT","Software","3,081.02","2025-01-30","San Francisco","Orion","VendorA","Bank Transfer","Approved"
"InnoSoft","R&D","Software","4,959.04","2024-10-26","San Francisco","Athena","VendorB","Bank Transfer","Approved"
"DataWave","R&D","Software","9,059.8","2025-05-11","Berlin","Hermes","VendorA","Bank Transfer","Approved"
"NetFusion","Marketing","Software","8,339.72","2025-01-24","Berlin","Orion","VendorD","PayPal","Rejected"
"CyberCore","Finance","Hardware","445.76","2025-02-27","Berlin","Apollo","VendorE","Cheque","Pending"
"CyberCore","R&D","Utilities","1,926.47","2025-01-02","Bangalore","Hermes","VendorC","PayPal","Pending"
"InnoSoft","Finance","Consulting","6,892.77","2025-06-18","Toronto","Orion","VendorB","Bank Transfer","Pending"
"InnoSoft","IT","Hardware","3,700.89","2025-05-02","Berlin","Zeus","VendorB","Bank Transfer","Approved"
"CyberCore","HR","Hardware","1,277.34","2024-08-24","Bangalore","Apollo","VendorD","PayPal","Pending"
"DataWave","HR","Training","4,288.91","2025-02-19","London","Zeus","VendorA","PayPal","Approved"
"CyberCore","R&D","Utilities","2,410.64","2024-12-03","Bangalore","Orion","VendorE","Credit Card","Pending"
"CyberCore","IT","Training","6,532.32","2025-04-28","New York","Hermes","VendorD","Bank Transfer","Pending"
"DataWave","Marketing","Travel","6,672.71","2024-11-12","Bangalore","Hermes","VendorC","Cheque","Pending"
"NetFusion","R&D","Training","2,587.8","2025-01-23","London","Zeus","VendorE","Credit Card","Approved"
"NetFusion","Finance","Consulting","2,900.77","2025-05-14","San Francisco","Athena","VendorD","PayPal","Approved"
"NetFusion","Operations","Software","375.02","2024-07-29","London","Zeus","VendorD","Credit Card","Pending"
"CyberCore","HR","Utilities","1,203.28","2025-03-13","Berlin","Apollo","VendorD","Credit Card","Approved"
"NetFusion","Operations","Salaries","335.68","2024-09-07","Toronto","Athena","VendorD","Bank Transfer","Rejected"
"TechNova","HR","Software","9,974.63","2025-02-12","Berlin","Athena","VendorB","Credit Card","Pending"
"InnoSoft","Finance","Utilities","3,362.54","2025-05-09","San Francisco","Orion","VendorA","Bank Transfer","Approved"
"TechNova","Marketing","Salaries","6,035.51","2024-12-21","Bangalore","Zeus","VendorD","PayPal","Pending"
"InnoSoft","Marketing","Training","6,914.51","2024-10-25","Bangalore","Athena","VendorE","PayPal","Rejected"
"CyberCore","HR","Utilities","8,512.15","2024-12-15","London","Orion","VendorB","Cheque","Rejected"
"NetFusion","IT","Salaries","505.76","2024-08-11","Toronto","Athena","VendorA","PayPal","Rejected"
"CyberCore","R&D","Training","1,146.22","2025-01-25","Berlin","Apollo","VendorB","Bank Transfer","Pending"
"NetFusion","Marketing","Salaries","7,777.89","2024-12-30","Berlin","Apollo","VendorE","Credit Card","Rejected"
"DataWave","Operations","Hardware","4,586.64","2024-07-25","San Francisco","Apollo","VendorB","Cheque","Pending"
"InnoSoft","Finance","Salaries","8,139.42","2024-11-19","San Francisco","Athena","VendorB","PayPal","Approved"
"InnoSoft","IT","Travel","575.71","2024-09-16","San Francisco","Apollo","VendorC","Credit Card","Rejected"
"InnoSoft","R&D","Consulting","3,886.4","2025-06-29","Berlin","Zeus","VendorE","Bank Transfer","Pending"
"InnoSoft","Finance","Training","5,612.42","2025-03-18","New York","Apollo","VendorC","Bank Transfer","Approved"
"CyberCore","R&D","Hardware","5,305.18","2025-03-14","San Francisco","Apollo","VendorC","PayPal","Pending"
"CyberCore","R&D","Travel","475.09","2025-02-09","New York","Apollo","VendorA","Bank Transfer","Pending"
"NetFusion","Finance","Software","7,599.64","2024-12-21","New York","Hermes","VendorD","Credit Card","Approved"
"DataWave","IT","Consulting","5,041.97","2025-03-24","Toronto","Athena","VendorA","Credit Card","Rejected"
"NetFusion","Marketing","Software","4,796.36","2024-10-11","New York","Orion","VendorD","Cheque","Rejected"
"TechNova","IT","Salaries","8,235.35","2024-07-19","Toronto","Athena","VendorC","Bank Transfer","Rejected"
"CyberCore","R&D","Travel","1,197.85","2025-01-02","London","Hermes","VendorE","Credit Card","Pending"
"NetFusion","IT","Training","8,760.46","2025-04-27","London","Zeus","VendorC","Bank Transfer","Approved"
"DataWave","HR","Software","7,621.15","2024-11-09","San Francisco","Hermes","VendorC","PayPal","Pending"
"NetFusion","R&D","Utilities","4,795.25","2024-12-21","New York","Hermes","VendorE","Cheque","Rejected"
"CyberCore","IT","Salaries","7,640.41","2024-10-01","San Francisco","Orion","VendorE","Cheque","Rejected"
"NetFusion","Marketing","Software","3,365.38","2025-02-17","Berlin","Athena","VendorE","Bank Transfer","Approved"
"InnoSoft","IT","Training","1,039.61","2024-12-07","Bangalore","Hermes","VendorE","Bank Transfer","Approved"
"InnoSoft","R&D","Travel","5,431.66","2024-07-16","Berlin","Athena","VendorD","Bank Transfer","Pending"
"CyberCore","HR","Consulting","4,897.62","2025-06-14","New York","Zeus","VendorB","Cheque","Pending"
"CyberCore","Marketing","Hardware","8,628.42","2025-04-08","London","Apollo","VendorC","PayPal","Approved"
"CyberCore","Finance","Utilities","3,692","2025-01-19","New York","Orion","VendorC","PayPal","Approved"
"TechNova","Marketing","Training","5,033.07","2025-01-07","San Francisco","Orion","VendorB","Credit Card","Pending"
"InnoSoft","R&D","Training","8,198.69","2025-01-22","New York","Orion","VendorB","PayPal","Rejected"
